element,isotope,state,cooling time,isotope % dose,pathway,pathway % dose,Scenario,Spectrum,Material,Dose threshold
Sc,46,,1 y,99.11681648,"Ti46 -(n,p)-> Sc46m -(IT)-> Sc46",28.07186476,DT2,500MW_Port_Cell,"Titanium Alloy, Grade 5",99
Sc,46,,1 y,99.11681648,"Ti47 -(n,np)-> Sc46",4.062798307,DT2,500MW_Port_Cell,"Titanium Alloy, Grade 5",99
Sc,46,,1 y,99.11681648,"Ti47 -(n,np)-> Sc46m -(IT)-> Sc46",0.58875389,DT2,500MW_Port_Cell,"Titanium Alloy, Grade 5",99
Al,26,,10 y,71.80814462,"Al27 -(n,2n)-> Al26",71.80814462,DT2,500MW_Port_Cell,"Titanium Alloy, Grade 5",99
Mn,54,,10 y,19.62185579,"Fe54 -(n,p)-> Mn54",19.60733561,DT2,500MW_Port_Cell,"Titanium Alloy, Grade 5",99
Fe,55,,10 y,8.567413803,"Fe56 -(n,2n)-> Fe55",7.131258227,DT2,500MW_Port_Cell,"Titanium Alloy, Grade 5",99
Fe,55,,10 y,8.567413803,"Fe54 -(n,g)-> Fe55",1.436069902,DT2,500MW_Port_Cell,"Titanium Alloy, Grade 5",99
W,187,,24 h,99.90322127,"W186 -(n,g)-> W187",99.90322127,DT2,500MW_Port_Cell,W with impurities,99
W,187,,11.6 d,39.61069805,"W186 -(n,g)-> W187",39.61069805,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,11.6 d,38.35883937,"Ta181 -(n,g)-> Ta182",15.38419612,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,11.6 d,38.35883937,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",8.961392054,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,11.6 d,38.35883937,"W182 -(n,p)-> Ta182",7.291248188,DT2,500MW_Port_Cell,W with impurities,99
Co,60,,11.6 d,11.67181064,"Co59 -(n,g)-> Co60m -(IT)-> Co60",7.238973676,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,11.6 d,38.35883937,"W182 -(n,p)-> Ta182m -(IT)-> Ta182",5.817117991,DT2,500MW_Port_Cell,W with impurities,99
W,181,,11.6 d,6.47659714,"W182 -(n,2n)-> W181",5.191057374,DT2,500MW_Port_Cell,W with impurities,99
Co,60,,11.6 d,11.67181064,"Co59 -(n,g)-> Co60",4.361755635,DT2,500MW_Port_Cell,W with impurities,99
Ag,110,m,11.6 d,1.521126389,"Ag109 -(n,g)-> Ag110m",1.51945315,DT2,500MW_Port_Cell,W with impurities,99
W,181,,11.6 d,6.47659714,"W180 -(n,g)-> W181",1.265008953,DT2,500MW_Port_Cell,W with impurities,99
Co,58,,11.6 d,1.151355681,"Ni58 -(n,p)-> Co58",0.555460035,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,11.6 d,38.35883937,"W182 -(n,p)-> Ta182 -(IT)-> Ta182m -(IT)-> Ta182",0.461456838,DT2,500MW_Port_Cell,W with impurities,99
Hf,181,,11.6 d,0.436497138,"W184 -(n,a)-> Hf181",0.434698769,DT2,500MW_Port_Cell,W with impurities,99
Co,58,,11.6 d,1.151355681,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",0.370425663,DT2,500MW_Port_Cell,W with impurities,99
Co,58,,11.6 d,1.151355681,"Co59 -(n,2n)-> Co58m -(IT)-> Co58",0.1380936,DT2,500MW_Port_Cell,W with impurities,99
Co,58,,11.6 d,1.151355681,"Co59 -(n,2n)-> Co58",0.082183768,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,30 d,62.50813672,"Ta181 -(n,g)-> Ta182",25.06951331,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,30 d,62.50813672,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",14.6031509,DT2,500MW_Port_Cell,W with impurities,99
Co,60,,30 d,21.11854392,"Co59 -(n,g)-> Co60m -(IT)-> Co60",13.09793213,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,30 d,62.50813672,"W182 -(n,p)-> Ta182",11.88154663,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,30 d,62.50813672,"W182 -(n,p)-> Ta182m -(IT)-> Ta182",9.479358934,DT2,500MW_Port_Cell,W with impurities,99
W,181,,30 d,10.61734903,"W182 -(n,2n)-> W181",8.509911422,DT2,500MW_Port_Cell,W with impurities,99
Co,60,,30 d,21.11854392,"Co59 -(n,g)-> Co60",7.891999863,DT2,500MW_Port_Cell,W with impurities,99
Ag,110,m,30 d,2.632827232,"Ag109 -(n,g)-> Ag110m",2.629931122,DT2,500MW_Port_Cell,W with impurities,99
W,181,,30 d,10.61734903,"W180 -(n,g)-> W181",2.073780613,DT2,500MW_Port_Cell,W with impurities,99
Co,58,,30 d,1.75156145,"Ni58 -(n,p)-> Co58",0.845023306,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,30 d,62.50813672,"W182 -(n,p)-> Ta182 -(IT)-> Ta182m -(IT)-> Ta182",0.751972885,DT2,500MW_Port_Cell,W with impurities,99
Hf,181,,30 d,0.588514322,"W184 -(n,a)-> Hf181",0.586089643,DT2,500MW_Port_Cell,W with impurities,99
Co,58,,30 d,1.75156145,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",0.563529865,DT2,500MW_Port_Cell,W with impurities,99
Co,58,,30 d,1.75156145,"Co59 -(n,2n)-> Co58m -(IT)-> Co58",0.21008228,DT2,500MW_Port_Cell,W with impurities,99
Co,58,,30 d,1.75156145,"Co59 -(n,2n)-> Co58",0.125026456,DT2,500MW_Port_Cell,W with impurities,99
Co,60,,180 d,38.31110188,"Co59 -(n,g)-> Co60m -(IT)-> Co60",23.7609285,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,180 d,48.35741706,"Ta181 -(n,g)-> Ta182",19.39422569,DT2,500MW_Port_Cell,W with impurities,99
Co,60,,180 d,38.31110188,"Co59 -(n,g)-> Co60",14.31685877,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,180 d,48.35741706,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",11.29725977,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,180 d,48.35741706,"W182 -(n,p)-> Ta182",9.191777835,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,180 d,48.35741706,"W182 -(n,p)-> Ta182m -(IT)-> Ta182",7.333402297,DT2,500MW_Port_Cell,W with impurities,99
W,181,,180 d,8.608773566,"W182 -(n,2n)-> W181",6.900018101,DT2,500MW_Port_Cell,W with impurities,99
Ag,110,m,180 d,3.323645641,"Ag109 -(n,g)-> Ag110m",3.319989631,DT2,500MW_Port_Cell,W with impurities,99
W,181,,180 d,8.608773566,"W180 -(n,g)-> W181",1.681465653,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,180 d,48.35741706,"W182 -(n,p)-> Ta182 -(IT)-> Ta182m -(IT)-> Ta182",0.581739727,DT2,500MW_Port_Cell,W with impurities,99
Co,58,,180 d,0.773142009,"Ni58 -(n,p)-> Co58",0.372994631,DT2,500MW_Port_Cell,W with impurities,99
Co,58,,180 d,0.773142009,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",0.248742978,DT2,500MW_Port_Cell,W with impurities,99
Co,58,,180 d,0.773142009,"Co59 -(n,2n)-> Co58m -(IT)-> Co58",0.092730653,DT2,500MW_Port_Cell,W with impurities,99
Co,58,,180 d,0.773142009,"Co59 -(n,2n)-> Co58",0.055186877,DT2,500MW_Port_Cell,W with impurities,99
Co,60,,230 d,44.96351485,"Co59 -(n,g)-> Co60m -(IT)-> Co60",27.88682154,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,230 d,42.70918646,"Ta181 -(n,g)-> Ta182",17.12894632,DT2,500MW_Port_Cell,W with impurities,99
Co,60,,230 d,44.96351485,"Co59 -(n,g)-> Co60",16.8028655,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,230 d,42.70918646,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",9.977720141,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,230 d,42.70918646,"W182 -(n,p)-> Ta182",8.118162162,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,230 d,42.70918646,"W182 -(n,p)-> Ta182m -(IT)-> Ta182",6.476848127,DT2,500MW_Port_Cell,W with impurities,99
W,181,,230 d,7.722797459,"W182 -(n,2n)-> W181",6.189899392,DT2,500MW_Port_Cell,W with impurities,99
Ag,110,m,230 d,3.457293139,"Ag109 -(n,g)-> Ag110m",3.453490117,DT2,500MW_Port_Cell,W with impurities,99
W,181,,230 d,7.722797459,"W180 -(n,g)-> W181",1.5084168,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,230 d,42.70918646,"W182 -(n,p)-> Ta182 -(IT)-> Ta182m -(IT)-> Ta182",0.513791513,DT2,500MW_Port_Cell,W with impurities,99
Co,58,,230 d,0.566535365,"Ni58 -(n,p)-> Co58",0.273319321,DT2,500MW_Port_Cell,W with impurities,99
Co,58,,230 d,0.566535365,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",0.182271423,DT2,500MW_Port_Cell,W with impurities,99
Co,58,,230 d,0.566535365,"Co59 -(n,2n)-> Co58m -(IT)-> Co58",0.067950252,DT2,500MW_Port_Cell,W with impurities,99
Co,58,,230 d,0.566535365,"Co59 -(n,2n)-> Co58",0.040439294,DT2,500MW_Port_Cell,W with impurities,99
Co,60,,1 y,62.84468248,"Co59 -(n,g)-> Co60m -(IT)-> Co60",38.97690052,DT2,500MW_Port_Cell,W with impurities,99
Co,60,,1 y,62.84468248,"Co59 -(n,g)-> Co60",23.48505784,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,1 y,27.68459579,"Ta181 -(n,g)-> Ta182",11.10318399,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,1 y,27.68459579,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",6.467675268,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,1 y,27.68459579,"W182 -(n,p)-> Ta182",5.262287968,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,1 y,27.68459579,"W182 -(n,p)-> Ta182m -(IT)-> Ta182",4.198368951,DT2,500MW_Port_Cell,W with impurities,99
W,181,,1 y,5.224176398,"W182 -(n,2n)-> W181",4.187229625,DT2,500MW_Port_Cell,W with impurities,99
Ag,110,m,1 y,3.485673344,"Ag109 -(n,g)-> Ag110m",3.481839103,DT2,500MW_Port_Cell,W with impurities,99
W,181,,1 y,5.224176398,"W180 -(n,g)-> W181",1.020386134,DT2,500MW_Port_Cell,W with impurities,99
Ta,182,,1 y,27.68459579,"W182 -(n,p)-> Ta182 -(IT)-> Ta182m -(IT)-> Ta182",0.333045687,DT2,500MW_Port_Cell,W with impurities,99
Co,60,,10 y,99.93472473,"Co59 -(n,g)-> Co60m -(IT)-> Co60",61.98051562,DT2,500MW_Port_Cell,W with impurities,99
Co,60,,10 y,99.93472473,"Co59 -(n,g)-> Co60",37.34560663,DT2,500MW_Port_Cell,W with impurities,99
Na,24,,24 h,97.80575852,"Al27 -(n,a)-> Na24",96.36605775,DT2,500MW_Port_Interspace,Al-6061,99
Na,24,,24 h,97.80575852,"Mg24 -(n,p)-> Na24",1.436766593,DT2,500MW_Port_Interspace,Al-6061,99
Cu,64,,24 h,1.17937304,"Cu63 -(n,g)-> Cu64",1.172697789,DT2,500MW_Port_Interspace,Al-6061,99
Zn,65,,24 h,0.728426421,"Zn64 -(n,g)-> Zn65",0.722067258,DT2,500MW_Port_Interspace,Al-6061,99
Zn,65,,24 h,0.728426421,"Zn66 -(n,2n)-> Zn65",0.006854493,DT2,500MW_Port_Interspace,Al-6061,99
Zn,65,,11.6 d,86.1275103,"Zn64 -(n,g)-> Zn65",85.37561713,DT2,500MW_Port_Interspace,Al-6061,99
Fe,59,,11.6 d,3.475356456,"Fe58 -(n,g)-> Fe59",3.475356456,DT2,500MW_Port_Interspace,Al-6061,99
Mn,54,,11.6 d,5.041311189,"Mn55 -(n,2n)-> Mn54",3.461918807,DT2,500MW_Port_Interspace,Al-6061,99
Cr,51,,11.6 d,3.069557482,"Cr50 -(n,g)-> Cr51",3.011819106,DT2,500MW_Port_Interspace,Al-6061,99
Mn,54,,11.6 d,5.041311189,"Fe54 -(n,p)-> Mn54",1.581862625,DT2,500MW_Port_Interspace,Al-6061,99
Zn,65,,11.6 d,86.1275103,"Zn66 -(n,2n)-> Zn65",0.810459872,DT2,500MW_Port_Interspace,Al-6061,99
Sc,46,,11.6 d,1.015928465,"Ti46 -(n,p)-> Sc46",0.687621022,DT2,500MW_Port_Interspace,Al-6061,99
Co,60,,11.6 d,1.027274482,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",0.594833016,DT2,500MW_Port_Interspace,Al-6061,99
Co,60,,11.6 d,1.027274482,"Cu63 -(n,a)-> Co60",0.432533921,DT2,500MW_Port_Interspace,Al-6061,99
Sc,46,,11.6 d,1.015928465,"Ti46 -(n,p)-> Sc46m -(IT)-> Sc46",0.292739787,DT2,500MW_Port_Interspace,Al-6061,99
Cr,51,,11.6 d,3.069557482,"Cr52 -(n,2n)-> Cr51",0.072288079,DT2,500MW_Port_Interspace,Al-6061,99
Sc,46,,11.6 d,1.015928465,"Ti47 -(n,np)-> Sc46",0.033617073,DT2,500MW_Port_Interspace,Al-6061,99
Zn,65,,30 d,87.84990138,"Zn64 -(n,g)-> Zn65",87.08297174,DT2,500MW_Port_Interspace,Al-6061,99
Mn,54,,30 d,5.20046809,"Mn55 -(n,2n)-> Mn54",3.571213442,DT2,500MW_Port_Interspace,Al-6061,99
Fe,59,,30 d,2.804561689,"Fe58 -(n,g)-> Fe59",2.804561689,DT2,500MW_Port_Interspace,Al-6061,99
Cr,51,,30 d,2.081725186,"Cr50 -(n,g)-> Cr51",2.042567935,DT2,500MW_Port_Interspace,Al-6061,99
Mn,54,,30 d,5.20046809,"Fe54 -(n,p)-> Mn54",1.631802877,DT2,500MW_Port_Interspace,Al-6061,99
Zn,65,,30 d,87.84990138,"Zn66 -(n,2n)-> Zn65",0.826667572,DT2,500MW_Port_Interspace,Al-6061,99
Co,60,,30 d,1.097107622,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",0.635269197,DT2,500MW_Port_Interspace,Al-6061,99
Co,60,,30 d,1.097107622,"Cu63 -(n,a)-> Co60",0.461937164,DT2,500MW_Port_Interspace,Al-6061,99
Cr,51,,30 d,2.081725186,"Cr52 -(n,2n)-> Cr51",0.049024628,DT2,500MW_Port_Interspace,Al-6061,99
Zn,65,,180 d,91.40729978,"Zn64 -(n,g)-> Zn65",90.60931406,DT2,500MW_Port_Interspace,Al-6061,99
Mn,54,,180 d,5.938061807,"Mn55 -(n,2n)-> Mn54",4.077726423,DT2,500MW_Port_Interspace,Al-6061,99
Mn,54,,180 d,5.938061807,"Fe54 -(n,p)-> Mn54",1.863245034,DT2,500MW_Port_Interspace,Al-6061,99
Co,60,,180 d,1.655936953,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",0.958853733,DT2,500MW_Port_Interspace,Al-6061,99
Zn,65,,180 d,91.40729978,"Zn66 -(n,2n)-> Zn65",0.860142691,DT2,500MW_Port_Interspace,Al-6061,99
Co,60,,180 d,1.655936953,"Cu63 -(n,a)-> Co60",0.697232254,DT2,500MW_Port_Interspace,Al-6061,99
Zn,65,,230 d,91.36587488,"Zn64 -(n,g)-> Zn65",90.56825079,DT2,500MW_Port_Interspace,Al-6061,99
Mn,54,,230 d,6.123993864,"Mn55 -(n,2n)-> Mn54",4.205407827,DT2,500MW_Port_Interspace,Al-6061,99
Mn,54,,230 d,6.123993864,"Fe54 -(n,p)-> Mn54",1.921586795,DT2,500MW_Port_Interspace,Al-6061,99
Co,60,,230 d,1.87389776,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",1.085061759,DT2,500MW_Port_Interspace,Al-6061,99
Zn,65,,230 d,91.36587488,"Zn66 -(n,2n)-> Zn65",0.859752883,DT2,500MW_Port_Interspace,Al-6061,99
Co,60,,230 d,1.87389776,"Cu63 -(n,a)-> Co60",0.789004652,DT2,500MW_Port_Interspace,Al-6061,99
Zn,65,,1 y,90.54478766,"Zn64 -(n,g)-> Zn65",89.75433167,DT2,500MW_Port_Interspace,Al-6061,99
Mn,54,,1 y,6.59867879,"Mn55 -(n,2n)-> Mn54",4.531378712,DT2,500MW_Port_Interspace,Al-6061,99
Mn,54,,1 y,6.59867879,"Fe54 -(n,p)-> Mn54",2.070533431,DT2,500MW_Port_Interspace,Al-6061,99
Co,60,,1 y,2.596927789,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",1.503725067,DT2,500MW_Port_Interspace,Al-6061,99
Co,60,,1 y,2.596927789,"Cu63 -(n,a)-> Co60",1.093436445,DT2,500MW_Port_Interspace,Al-6061,99
Zn,65,,1 y,90.54478766,"Zn66 -(n,2n)-> Zn65",0.852026452,DT2,500MW_Port_Interspace,Al-6061,99
Co,60,,10 y,96.95113657,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",56.13858612,DT2,500MW_Port_Interspace,Al-6061,99
Co,60,,10 y,96.95113657,"Cu63 -(n,a)-> Co60",40.82127605,DT2,500MW_Port_Interspace,Al-6061,99
Zn,65,,10 y,1.361608951,"Zn64 -(n,g)-> Zn65",1.349722105,DT2,500MW_Port_Interspace,Al-6061,99
Fe,55,,10 y,0.726954648,"Fe54 -(n,g)-> Fe55",0.592315377,DT2,500MW_Port_Interspace,Al-6061,99
Fe,55,,10 y,0.726954648,"Fe56 -(n,2n)-> Fe55",0.134748313,DT2,500MW_Port_Interspace,Al-6061,99
Zn,65,,10 y,1.361608951,"Zn66 -(n,2n)-> Zn65",0.01281274,DT2,500MW_Port_Interspace,Al-6061,99
Cu,64,,24 h,79.94214509,"Cu63 -(n,g)-> Cu64",79.64555973,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,24 h,10.10133755,"Co59 -(n,g)-> Co60m -(IT)-> Co60",5.901403425,DT2,500MW_Port_Interspace,Al-Brz,99
Ta,182,,24 h,5.912408099,"Ta181 -(n,g)-> Ta182",3.722097395,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,24 h,10.10133755,"Co59 -(n,g)-> Co60",3.557186019,DT2,500MW_Port_Interspace,Al-Brz,99
Na,24,,24 h,2.259022858,"Al27 -(n,a)-> Na24",2.259022858,DT2,500MW_Port_Interspace,Al-Brz,99
Ta,182,,24 h,5.912408099,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",2.168139174,DT2,500MW_Port_Interspace,Al-Brz,99
Co,58,,24 h,1.091146989,"Ni58 -(n,p)-> Co58",0.652156732,DT2,500MW_Port_Interspace,Al-Brz,99
Co,58,,24 h,1.091146989,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",0.425721909,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,24 h,10.10133755,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",0.341930276,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,24 h,10.10133755,"Cu63 -(n,a)-> Co60",0.248694931,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,11.6 d,59.78086338,"Co59 -(n,g)-> Co60m -(IT)-> Co60",34.925176,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,11.6 d,59.78086338,"Co59 -(n,g)-> Co60",21.05183104,DT2,500MW_Port_Interspace,Al-Brz,99
Ta,182,,11.6 d,32.95062878,"Ta181 -(n,g)-> Ta182",20.74373884,DT2,500MW_Port_Interspace,Al-Brz,99
Ta,182,,11.6 d,32.95062878,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",12.08332508,DT2,500MW_Port_Interspace,Al-Brz,99
Co,58,,11.6 d,5.847348239,"Ni58 -(n,p)-> Co58",3.494843095,DT2,500MW_Port_Interspace,Al-Brz,99
Co,58,,11.6 d,5.847348239,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",2.281401389,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,11.6 d,59.78086338,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",2.023582225,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,11.6 d,59.78086338,"Cu63 -(n,a)-> Co60",1.471804856,DT2,500MW_Port_Interspace,Al-Brz,99
Mn,54,,11.6 d,0.640616684,"Mn55 -(n,2n)-> Mn54",0.459354193,DT2,500MW_Port_Interspace,Al-Brz,99
Mn,54,,11.6 d,0.640616684,"Fe54 -(n,p)-> Mn54",0.180641092,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,30 d,62.51821556,"Co59 -(n,g)-> Co60m -(IT)-> Co60",36.52439189,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,30 d,62.51821556,"Co59 -(n,g)-> Co60",22.01578961,DT2,500MW_Port_Interspace,Al-Brz,99
Ta,182,,30 d,31.03378399,"Ta181 -(n,g)-> Ta182",19.53700838,DT2,500MW_Port_Interspace,Al-Brz,99
Ta,182,,30 d,31.03378399,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",11.38039893,DT2,500MW_Port_Interspace,Al-Brz,99
Co,58,,30 d,5.142254161,"Ni58 -(n,p)-> Co58",3.073422467,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,30 d,62.51821556,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",2.116241597,DT2,500MW_Port_Interspace,Al-Brz,99
Co,58,,30 d,5.142254161,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",2.006301883,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,30 d,62.51821556,"Cu63 -(n,a)-> Co60",1.539198467,DT2,500MW_Port_Interspace,Al-Brz,99
Mn,54,,30 d,0.647470941,"Mn55 -(n,2n)-> Mn54",0.464269038,DT2,500MW_Port_Interspace,Al-Brz,99
Mn,54,,30 d,0.647470941,"Fe54 -(n,p)-> Mn54",0.182573856,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,180 d,80.40997688,"Co59 -(n,g)-> Co60m -(IT)-> Co60",46.9771167,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,180 d,80.40997688,"Co59 -(n,g)-> Co60",28.31637336,DT2,500MW_Port_Interspace,Al-Brz,99
Ta,182,,180 d,17.01457253,"Ta181 -(n,g)-> Ta182",10.71135399,DT2,500MW_Port_Interspace,Al-Brz,99
Ta,182,,180 d,17.01457253,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",6.239413893,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,180 d,80.40997688,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",2.721877718,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,180 d,80.40997688,"Cu63 -(n,a)-> Co60",1.979693631,DT2,500MW_Port_Interspace,Al-Brz,99
Co,58,,180 d,1.60886094,"Ni58 -(n,p)-> Co58",0.961584007,DT2,500MW_Port_Interspace,Al-Brz,99
Co,58,,180 d,1.60886094,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",0.627713184,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,230 d,84.56766149,"Co59 -(n,g)-> Co60m -(IT)-> Co60",49.40611919,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,230 d,84.56766149,"Co59 -(n,g)-> Co60",29.78050199,DT2,500MW_Port_Interspace,Al-Brz,99
Ta,182,,230 d,13.471331,"Ta181 -(n,g)-> Ta182",8.480741718,DT2,500MW_Port_Interspace,Al-Brz,99
Ta,182,,230 d,13.471331,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",4.940071791,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,230 d,84.56766149,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",2.862615341,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,230 d,84.56766149,"Cu63 -(n,a)-> Co60",2.082055826,DT2,500MW_Port_Interspace,Al-Brz,99
Co,58,,230 d,1.056387497,"Ni58 -(n,p)-> Co58",0.631381679,DT2,500MW_Port_Interspace,Al-Brz,99
Co,58,,230 d,1.056387497,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",0.412160146,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,1 y,92.13172586,"Co59 -(n,g)-> Co60m -(IT)-> Co60",53.82519688,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,1 y,92.13172586,"Co59 -(n,g)-> Co60",32.44418726,DT2,500MW_Port_Interspace,Al-Brz,99
Ta,182,,1 y,6.794942631,"Ta181 -(n,g)-> Ta182",4.277688184,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,1 y,92.13172586,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",3.118658921,DT2,500MW_Port_Interspace,Al-Brz,99
Ta,182,,1 y,6.794942631,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",2.491773412,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,1 y,92.13172586,"Cu63 -(n,a)-> Co60",2.268283091,DT2,500MW_Port_Interspace,Al-Brz,99
Mn,54,,1 y,0.511392851,"Mn55 -(n,2n)-> Mn54",0.366694244,DT2,500MW_Port_Interspace,Al-Brz,99
Mn,54,,1 y,0.511392851,"Fe54 -(n,p)-> Mn54",0.144202556,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,10 y,99.94797225,"Co59 -(n,g)-> Co60m -(IT)-> Co60",58.39160435,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,10 y,99.94797225,"Co59 -(n,g)-> Co60",35.19667843,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,10 y,99.94797225,"Cu63 -(n,a)-> Co60m -(IT)-> Co60",3.383238861,DT2,500MW_Port_Interspace,Al-Brz,99
Co,60,,10 y,99.94797225,"Cu63 -(n,a)-> Co60",2.460719077,DT2,500MW_Port_Interspace,Al-Brz,99
Ta,182,,24 h,52.45828346,"Ta181 -(n,g)-> Ta182",33.03927609,DT2,500MW_Port_Interspace,Beryllium,99
W,187,,24 h,31.85141059,"W186 -(n,g)-> W187",31.85141059,DT2,500MW_Port_Interspace,Beryllium,99
Ta,182,,24 h,52.45828346,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",19.24537045,DT2,500MW_Port_Interspace,Beryllium,99
Co,60,,24 h,9.917260393,"Co59 -(n,g)-> Co60m -(IT)-> Co60",6.180238332,DT2,500MW_Port_Interspace,Beryllium,99
Co,60,,24 h,9.917260393,"Co59 -(n,g)-> Co60",3.725220521,DT2,500MW_Port_Interspace,Beryllium,99
Na,24,,24 h,4.468608495,"Mg24 -(n,p)-> Na24",1.853310687,DT2,500MW_Port_Interspace,Beryllium,99
Na,24,,24 h,4.468608495,"Na23 -(n,g)-> Na24",1.33383495,DT2,500MW_Port_Interspace,Beryllium,99
Na,24,,24 h,4.468608495,"Al27 -(n,a)-> Na24",1.278558263,DT2,500MW_Port_Interspace,Beryllium,99
Cu,64,,24 h,0.316080223,"Cu63 -(n,g)-> Cu64",0.314917048,DT2,500MW_Port_Interspace,Beryllium,99
Ta,182,,11.6 d,82.43732331,"Ta181 -(n,g)-> Ta182",51.92067496,DT2,500MW_Port_Interspace,Beryllium,99
Ta,182,,11.6 d,82.43732331,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",30.2437808,DT2,500MW_Port_Interspace,Beryllium,99
Co,60,,11.6 d,16.54997895,"Co59 -(n,g)-> Co60m -(IT)-> Co60",10.31361588,DT2,500MW_Port_Interspace,Beryllium,99
Co,60,,11.6 d,16.54997895,"Co59 -(n,g)-> Co60",6.216668594,DT2,500MW_Port_Interspace,Beryllium,99
Co,58,,11.6 d,0.325889715,"Ni58 -(n,p)-> Co58",0.189130096,DT2,500MW_Port_Interspace,Beryllium,99
